,区/县,区域,小区,总价,单价,房屋户型,楼层,总面积,户型结构,套内面积,建筑类型,朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,产权年限,s,交易权属,u,形式,是否满五,产权形式,是否有房本,小区均价,小区建成,style,总栋数,总楼层
358,朝阳,奥林匹克公园,林奥嘉园,647.0,54383.5,2室2厅2卫,中楼层,118.97,平层,95.61㎡,板楼,西,钢混结构,毛坯,10列无数据,11列无数据,12列无数据,70年,43769,商品房,43714,普通住宅,暂无数据,非共有,已上传房本照片,59279,2007,板楼,10,27
359,西城,金融街,京畿道,780.0,78148.5,3室1厅1卫,地下室,99.81,平层,无信息,板楼,南北,混合结构,其他,10列无数据,70年,12列无数据,13列无数据,43785,商品房,42151,普通住宅,满两年,非共有,已上传房本照片,162961,1990,板楼,11,6
360,大兴,黄村中,富强东里,206.0,34697.7,2室1厅1卫,高楼层,59.37,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43693,已购公房,41957,普通住宅,满五年,非共有,已上传房本照片,37973,1978,板楼,32,7
361,门头沟,门头沟其它,梧桐苑清露园,329.0,36871.0,3室1厅1卫,低楼层,89.23,平层,无信息,板楼,西南,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43755,商品房,43125,普通住宅,满两年,非共有,已上传房本照片,43468,2013,板楼,6,26
362,石景山,鲁谷,远洋山水,666.0,56835.6,2室2厅1卫,中楼层,117.18,平层,90.99㎡,板塔结合,南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43712,商品房,40207,普通住宅,满五年,非共有,已上传房本照片,64993,2003,塔楼/板楼/塔板结合,31,27
363,朝阳,朝阳其它,柏阳景园,409.0,33409.6,3室2厅2卫,高楼层,122.42,平层,111.17㎡,板楼,南北,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43803,商品房,42793,普通住宅,满两年,非共有,已上传房本照片,41012,2000,板楼,39,6
364,昌平,天通苑,天通苑北一区,342.0,34615.4,2室1厅1卫,中楼层,98.8,平层,83.54㎡,塔楼,西北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43697,一类经济适用房,38673,普通住宅,满五年,非共有,已上传房本照片,37386,2003,塔楼/板楼/塔板结合,47,23
365,东城,朝阳门外,新中西街,338.0,60857.0,2室1厅1卫,低楼层,55.54,平层,无信息,板楼,东西,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43552,商品房,41613,普通住宅,满五年,非共有,已上传房本照片,84040,1990,板楼,10,7
366,海淀,定慧寺,水文大院,366.0,64323.4,2室1厅1卫,地下室,56.9,平层,56.9㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43646,已购公房,36666,普通住宅,满五年,非共有,已上传房本照片,82100,1984,板楼,8,6
367,石景山,苹果园,海特花园小区,385.0,41729.9,3室1厅1卫,高楼层,92.26,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43785,商品房,43676,普通住宅,暂无数据,非共有,已上传房本照片,44827,1993,塔楼/板楼/塔板结合/平房,57,7
368,昌平,西三旗,旗胜家园,380.0,42831.4,2室1厅1卫,低楼层,88.72,平层,无信息,板塔结合,南,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43627,限价商品房,40948,普通住宅,满五年,非共有,已上传房本照片,44573,2009,塔板结合,18,28
369,朝阳,豆各庄,青荷里南山园,360.0,40517.7,2室1厅1卫,中楼层,88.85,平层,67.99㎡,板楼,南北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43441,商品房,43427,普通住宅,暂无数据,非共有,已上传房本照片,38736,2015,板楼,6,29
370,朝阳,甜水园,秀水园,380.0,44832.5,3室1厅1卫,高楼层,84.76,平层,无信息,板塔结合,东南南,钢混结构,毛坯,10列无数据,11列无数据,70年,13列无数据,43765,商品房,36010,普通住宅,满五年,非共有,已上传房本照片,64417,1987,塔楼/板楼/塔板结合,20,12
371,顺义,顺义城,滨河小区,272.0,30249.1,3室1厅1卫,高楼层,89.92,平层,无信息,板楼,南北,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43764,商品房,38525,普通住宅,满五年,非共有,已上传房本照片,35650,1991,塔楼/板楼,60,6
372,朝阳,惠新西街,惠新南里5号院,586.0,74955.2,3室1厅1卫,高楼层,78.18,平层,无信息,塔楼,南北,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43785,已购公房,37160,普通住宅,满五年,非共有,已上传房本照片,73899,1986,塔楼/板楼,6,16
373,昌平,回龙观,首开国风美唐二期,558.0,49794.8,3室1厅2卫,低楼层,112.06,平层,无信息,板塔结合,南北,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43749,商品房,42583,普通住宅,满两年,共有,已上传房本照片,55390,2012,板楼/塔板结合,17,19
374,大兴,大兴其它,蓝桥驿苑,160.0,28530.7,1室1厅1卫,低楼层,56.08,平层,42.11㎡,板楼,南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43484,商品房,42500,普通住宅,满两年,非共有,已上传房本照片,31134,2014,板楼,9,13
375,昌平,昌平其它,金科帕提欧,115.0,14660.9,1室0厅2卫,低楼层,78.44,平层,55.89㎡,板楼,西,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43798,商品房,41654,商业办公类,满五年,非共有,已上传房本照片,32986,2010,板楼,32,9
376,海淀,定慧寺,定慧福里,493.0,66361.6,2室1厅1卫,中楼层,74.29,平层,56.87㎡,板塔结合,东西,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43770,商品房,41120,普通住宅,满五年,非共有,已上传房本照片,75461,2009,塔板结合,4,16
377,朝阳,常营,管庄北二里,405.0,47849.7,3室1厅1卫,低楼层,84.64,平层,64.16㎡,板塔结合,西南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43673,商品房,41869,普通住宅,满五年,非共有,已上传房本照片,51120,2013,塔楼/塔板结合,2,28
378,朝阳,南沙滩,南沙滩小区,343.0,60945.3,2室1厅1卫,高楼层,56.28,平层,无信息,板楼,东西,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43769,已购公房,40192,普通住宅,满五年,非共有,已上传房本照片,66669,1980,塔楼/板楼,51,6
379,门头沟,滨河西区,绮霞苑,355.0,33932.3,3室1厅1卫,低楼层,104.62,平层,88.65㎡,板楼,南北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43734,商品房,40120,普通住宅,满五年,非共有,已上传房本照片,36991,2002,板楼/塔板结合,14,12
380,大兴,大兴其它,首座御园二区二期,365.0,30230.2,3室2厅1卫,低楼层,120.74,平层,无信息,板塔结合,南北,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43544,二类经济适用房,43180,普通住宅,暂无数据,非共有,已上传房本照片,32463,2015,塔板结合,12,14
381,通州,通州其它,首开国风美仑,226.0,30748.3,2室1厅1卫,低楼层,73.5,平层,56.78㎡,南北,南北,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43645,商品房,43193,普通住宅,暂无数据,非共有,已上传房本照片,34314,2012,板楼,24,15
382,昌平,霍营,华龙苑中里,310.0,49229.8,2室1厅1卫,高楼层,62.97,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43728,商品房,41479,普通住宅,满五年,共有,已上传房本照片,48461,1990,板楼,30,6
383,昌平,天通苑,天通苑东二区,369.0,34778.5,2室1厅1卫,中楼层,106.1,平层,78.97㎡,塔楼,西南,混合结构,简装,10列无数据,11列无数据,12列无数据,70年,43767,一类经济适用房,37690,普通住宅,满五年,非共有,已上传房本照片,34914,2001,塔楼/板楼,41,19
384,丰台,木樨园,马公庄,289.0,44122.1,2室1厅1卫,高楼层,65.5,平层,43.7㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43469,商品房,41582,普通住宅,满五年,非共有,已上传房本照片,51378,1980,板楼,8,6
385,昌平,南邵,国惠村,263.0,32549.5,2室2厅1卫,低楼层,80.8,平层,65.17㎡,塔楼,南北,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43791,限价商品房,41974,普通住宅,满五年,非共有,已上传房本照片,34578,2013,塔楼/板楼/塔板结合,10,16
386,昌平,回龙观,龙回苑,378.0,42832.9,2室1厅1卫,低楼层,88.25,平层,79.19㎡,板楼,南北,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43720,商品房,42821,普通住宅,满两年,非共有,已上传房本照片,43828,2004,板楼,25,6
387,海淀,西三旗,黄平路8号院,300.0,49269.2,2室1厅1卫,中楼层,60.89,平层,无信息,板楼,南西北,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43752,已购公房,36321,普通住宅,满五年,非共有,已上传房本照片,49625,1982,板楼,4,6
388,大兴,观音寺,观音寺南里,205.0,33884.3,2室1厅1卫,低楼层,60.5,平层,无信息,板楼,南北,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43887,商品房,43007,普通住宅,满两年,非共有,已上传房本照片,31966,1985,板楼,29,6
389,昌平,西三旗,旗胜家园,369.0,46281.2,2室1厅1卫,低楼层,79.73,平层,66.86㎡,板塔结合,东北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43564,限价商品房,40574,普通住宅,满五年,非共有,已上传房本照片,44573,2009,塔板结合,18,9
390,通州,北关,8哩岛,255.0,50395.3,1室1厅1卫,高楼层,50.6,平层,40.78㎡,板楼,东,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43667,限价商品房,41414,普通住宅,满五年,非共有,已上传房本照片,42027,2010,板楼/塔板结合,20,10
391,朝阳,和平里,东土城路13号院,345.0,51454.1,2室1厅1卫,地下室,67.05,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43507,商品房,42688,普通住宅,满两年,非共有,已上传房本照片,68127,1995,板楼/塔板结合,3,6
392,东城,崇文门,新怡家园,1320.0,130874.0,2室1厅1卫,高楼层,100.86,平层,87.28㎡,板楼,南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43351,商品房,40403,普通住宅,满五年,非共有,已上传房本照片,121193,2004,板楼,8,13
393,石景山,八角,石景嘉园,235.0,35856.0,2室1厅1卫,中楼层,65.54,平层,51.29㎡,塔楼,东北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43727,一类经济适用房,41059,普通住宅,满五年,非共有,已上传房本照片,39492,2010,塔楼,5,21
394,海淀,学院路,双清路14号院,305.0,44985.3,2室2厅1卫,地下室,67.8,平层,无信息,板塔结合,南北,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43569,私产,38152,普通住宅,满五年,非共有,已上传房本照片,63753,1988,板楼/塔板结合,3,15
395,昌平,天通苑,天通西苑三区,468.0,30015.4,3室1厅2卫,高楼层,155.92,平层,126.53㎡,板楼,南北,混合结构,精装,10列无数据,11列无数据,12列无数据,70年,43622,一类经济适用房,39309,普通住宅,满五年,非共有,已上传房本照片,32448,2000,塔楼/板楼,35,14
396,西城,车公庄,车公庄北里,630.0,75089.4,3室1厅1卫,地下室,83.9,平层,无信息,板楼,南北,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43479,商品房,41908,普通住宅,满五年,非共有,已上传房本照片,102776,1960,塔楼/板楼,23,6
397,门头沟,滨河西区,新桥南大街,185.0,27501.1,2室1厅1卫,高楼层,67.27,平层,无信息,板楼,西,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43801,商品房,40556,普通住宅,满五年,非共有,已上传房本照片,33407,1980,板楼,17,5
398,朝阳,甜水园,万科东第,1200.0,73551.9,3室1厅2卫,中楼层,163.15,平层,131.1㎡,板塔结合,东南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43824,商品房,41614,普通住宅,满五年,非共有,已上传房本照片,82196,2007,塔板结合,1,21
399,丰台,丰台其它,杜家坎小区,220.0,32549.2,2室1厅1卫,中楼层,67.59,平层,无信息,板楼,北南,混合结构,其他,10列无数据,70年,12列无数据,13列无数据,43783,已购公房,43781,普通住宅,暂无数据,非共有,已上传房本照片,37223,1984,板楼,27,6
400,通州,临河里,华业东方玫瑰B区,362.0,41883.6,2室1厅1卫,低楼层,86.43,平层,67.02㎡,板塔结合,西北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43636,商品房,42632,普通住宅,满两年,非共有,已上传房本照片,47829,2010,塔板结合,6,24
401,房山,良乡,瑞雪春堂,290.0,32872.4,2室1厅2卫,中楼层,88.22,平层,70.6㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43430,商品房,41864,普通住宅,满五年,非共有,已上传房本照片,32799,2007,板楼,30,15
402,石景山,鲁谷,七星园,275.0,44484.0,2室1厅1卫,高楼层,61.82,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43716,商品房,42020,普通住宅,满五年,非共有,已上传房本照片,50906,1994,塔楼/板楼/塔板结合,26,6
403,海淀,世纪城,晨月园,588.0,71751.1,2室1厅1卫,中楼层,81.95,平层,68.03㎡,塔楼,东南,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43526,商品房,42614,普通住宅,满两年,非共有,已上传房本照片,87152,2007,塔楼/板楼,11,17
404,丰台,青塔,广安﹒康馨家园,420.0,45434.9,3室1厅1卫,低楼层,92.44,平层,68.12㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43435,二类经济适用房,42993,普通住宅,满两年,非共有,已上传房本照片,45739,2013,板楼/塔板结合,26,28
405,顺义,顺义城,万科四季花城,480.0,40282.0,3室1厅1卫,高楼层,119.16,平层,100.7㎡,板楼,南北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43325,商品房,43292,普通住宅,暂无数据,非共有,已上传房本照片,46390,2005,板楼/塔板结合,43,11
406,房山,长阳,万科新里程59号院,425.0,41752.6,3室1厅1卫,低楼层,101.79,平层,81.14㎡,塔楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43830,商品房,42793,普通住宅,满两年,非共有,已上传房本照片,40871,2015,塔楼/板楼,8,15
407,丰台,科技园区,怡海花园富泽园,640.0,49382.7,3室2厅2卫,低楼层,129.6,平层,无信息,板塔结合,南北,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43516,商品房,38646,普通住宅,满五年,非共有,已上传房本照片,54826,1998,塔楼/板楼/塔板结合,8,12
408,房山,良乡,昊文温泉家园,145.0,33211.2,1室1厅1卫,高楼层,43.66,平层,36㎡,板楼,南,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43576,商品房,41509,普通住宅,满五年,共有,已上传房本照片,29375,1985,板楼,10,6
409,昌平,鼓楼大街,蔚雲府,172.0,41666.7,1室1厅1卫,中楼层,41.28,平层,30.21㎡,板楼,西,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43570,商品房,43537,普通住宅,暂无数据,非共有,已上传房本照片,40517,2015,塔楼/板楼/塔板结合,5,16
410,海淀,知春路,太月园,679.0,76576.1,2室1厅1卫,低楼层,88.67,平层,无信息,塔楼,东南,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43805,商品房,40989,普通住宅,满五年,非共有,已上传房本照片,81575,1998,塔楼/板楼,11,26
411,石景山,鲁谷,远洋山水,496.0,68366.6,2室1厅1卫,高楼层,72.55,平层,55.75㎡,板塔结合,东南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43575,商品房,41740,普通住宅,满五年,非共有,已上传房本照片,64993,2003,塔楼/板楼/塔板结合,31,26
412,通州,临河里,新城乐居,325.0,40988.8,2室1厅1卫,中楼层,79.29,平层,61.13㎡,板塔结合,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43629,定向安置房,41605,普通住宅,满五年,非共有,已上传房本照片,44329,2012,塔板结合,9,26
413,丰台,青塔,春园,199.0,30615.4,1室1厅1卫,地下室,65,平层,无信息,板塔结合,西南,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43704,商品房,43271,普通住宅,暂无数据,非共有,已上传房本照片,46319,1998,塔楼/板楼/塔板结合,9,8
414,朝阳,百子湾,美利山,410.0,54710.4,2室1厅1卫,中楼层,74.94,平层,59.4㎡,塔楼,南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43742,商品房,42426,普通住宅,满两年,共有,已上传房本照片,53627,2004,塔楼/板楼,12,24
